a,ɑː,,"['conjunction', 'interjection', 'adverb', 'preposition', 'letter', 'noun', 'adjective', 'verb', 'pronoun']"
impure,ʊə(ɹ,,"['verb', 'adverb', 'adjective']"
impurity,ɪmˈpjɝɪti,,['noun']
imputable,impuˈtable,,['adjective']
imputation,ˌɪmpjʊˈteɪʃən,,['noun']
impute,ɪmˈpjuːt,,['verb']
in,ɪn,,"['noun', 'conjunction', 'verb', 'adjective', 'pronoun', 'preposition', 'adverb']"
in's,ɪnz,,[]
inability,ˌɪnəˈbɪlɪti,,['noun']
inaccessible,ˌɪnəkˈsɛsɪbl̩,,"['adjective', 'noun']"
inaccurate,ɪnˈækjʊɹət,,['adjective']
inaction,ɪnˈækʃən,,['noun']
inactivate,ɪˈnæktɪveɪt,,['verb']
inactivation,eɪʃə,,['noun']
inactive,ɪnˈæktɪv,,"['verb', 'adjective']"
inadequate,ɪnˈædəkwɪt,,"['adjective', 'noun']"
inadmissible,inədmiˈsiblə,,"['adjective', 'noun']"
inadvertent,ˌɪnədˈvɜːtn̩t,,['adjective']
inalienable,ɪˈneɪlɪənəbəl,,['adjective']
inamorata,ɑːt,,['noun']
inane,ɪˈneɪn,,"['adjective', 'noun']"
inanimate,ɪnˈænɪmət,,"['verb', 'adjective', 'noun']"
inanity,ɪˈnænɪti,,['noun']
inappreciable,ˌɪnəˈpɹiːʃəbəl,,['adjective']
inappropriate,ˌɪnəˈpɹəʊpɹiət,,['adjective']
inapt,ɪnæpt,,['adjective']
inarticulate,ɪnɑɹˈtɪkjələt,,"['adjective', 'noun']"
inasmuch,ˌɪnəzˈmʌt͡ʃ,,['adverb']
inattention,inatɑ̃sjɔ̃,,['noun']
inattentive,ˌɪnəˈtɛntɪv,,['adjective']
inaudible,inəwˈdiblə,,['adjective']
inaugural,inawɡuˈɾaw,,"['adjective', 'noun']"
inaugurate,ɪˈnɔːɡəɹeɪt,,"['verb', 'adjective']"
inauguration,ɪnɔːɡ(j)ʊˈɹeɪʃən,,['noun']
inauspicious,ˌɪnɔːˈspɪʃəs,,['adjective']
inboard,ɪnˈbɔːɹd,,"['verb', 'adjective', 'noun']"
inborn,ˈɪnbɔːn,,['adjective']
inbox,ˈɪnbɒks,,"['verb', 'noun']"
inbred,ˈɪnˌbɹɛd,,"['verb', 'adjective', 'noun']"
inbreeding,iːdɪ,,"['verb', 'noun']"
inc,j,,"['verb', 'adjective', 'noun', 'pronoun']"
incalculable,ɛ̃kalkylabl,,['adjective']
incandescence,ˌɪnkænˈdɛsəns,,['noun']
incandescent,ˌɪnkænˈdɛsənt,,"['verb', 'adjective', 'noun']"
incandescently,ɪnkənˈdɛsəntli,,['adverb']
incantation,inkænˈteɪʃən,,['noun']
incapable,ɪnˈkeɪpəbl̩,,"['adjective', 'noun']"
incapacitate,ˌɪnkəˈpæsɪteɪt,,"['verb', 'noun']"
incapacitation,ˌɪnkəˌpæsɪˈteɪʃən,,['noun']
incapacity,ˌɪnkəˈpæsɪti,,['noun']
incarcerate,ɪnˈkɑːsəˌɹeɪt,,['verb']
incarceration,eɪʃə,,['noun']
incarnadine,ɪnˈkɑːnədiːn,,"['verb', 'adjective', 'noun']"
incarnate,ɪnˈkɑːneɪt,,"['verb', 'adjective']"
incarnation,ˌɪŋkɑː(ɹ)ˈneɪʃən,,['noun']
incautious,ɪnˈkɑʃəs,,['adjective']
incendiary,ɪnˈsɛndɪəɹi,,"['adjective', 'noun']"
incense,ˈɪnsɛns,,"['verb', 'noun']"
incentive,ɪnˈsɛntɪv,,"['verb', 'adjective', 'noun']"
inception,ɪnˈsɛpʃən,,['noun']
incertitude,ɛ̃sɛʁtityd,,['noun']
incessant,ɪnˈsɛsənt,,"['verb', 'adjective']"
incessantly,ɪnˈsɛsəntli,,['adverb']
incest,ˈɪnsɛst,,"['verb', 'noun']"
inch,ɪntʃ,,"['verb', 'noun']"
inched,ɪntʃt,,"['verb', 'adjective']"
inches,ˈɪntʃɪz,,"['verb', 'noun']"
inching,ˈɪntʃɪŋ,,"['verb', 'noun']"
inchoate,ɪnˈkəʊət,,"['verb', 'adjective', 'noun']"
inchworm,ˈɪntʃwɜːm,,"['verb', 'noun']"
incidence,ɛ̃sidɑ̃s,,['noun']
incident,ˈɪnsɪdənt,,"['verb', 'adjective', 'noun']"
incidental,ɪnsɪˈdɛntəl,,"['adjective', 'noun']"
incidents,ˈɪnsɪdənts,,['noun']
incinerate,ɪnˈsɪnəɹeɪt,,"['verb', 'adjective']"
incineration,eɪʃə,,['noun']
incipient,ɪnˈsɪpiənt,,"['verb', 'adjective', 'noun']"
incise,ɪnˈsaɪz,,"['verb', 'noun']"
incision,ɪnˈsɪʒən,,['noun']
incisive,ɪnˈsaɪsɪv,,"['adjective', 'noun']"
incisively,ˌɪnˈsaɪsəvli,,['adverb']
incisiveness,ˌɪnˈsaɪsəvnəs,,['noun']
incisor,ɪnˈsaɪzə(ɹ),,['noun']
incite,ɪnˈsaɪt,,['verb']
incitement,ɪnˈsaɪtmənt,,['noun']
inciter,ɛ̃site,,"['verb', 'noun']"
incivility,ɪnsɪˈvɪlɪti,,['noun']
inclement,ɪnˈklɛmənt,,['adjective']
inclination,ɪnklɪˈneɪʃən,,['noun']
incline,aɪ,,"['verb', 'adjective', 'noun']"
inclined,ɪnˈklaɪnd,,"['verb', 'adjective']"
include,ɪnˈkluːd,,"['verb', 'noun']"
included,ɪnˈkluːdɪd,,['verb']
includes,ɪnˈkluːdz,,"['verb', 'noun']"
including,ɪnˈkluːdɪŋ,,"['verb', 'preposition']"
inclusion,ɪnˈkluːʒən,,['noun']
inclusive,ɪnˈkluːsɪv,,"['adverb', 'adjective']"
incognito,ˌɪnkɒɡˈniːtoʊ,,"['adverb', 'noun', 'adjective']"
incoherence,ˌɪnkəʊˈhɪəɹəns,,['noun']
incoherent,iŋkoeˈɾent,,['adjective']
incombustible,ˌɪŋkəmˈbʌstɪbəl,,"['adjective', 'noun']"
income,ˈɪnˌkʌm,,['noun']
incoming,ˈɪnˌkʌmɪŋ,,"['adjective', 'interjection', 'noun']"
incommunicado,ɪnkəmjunɨˈkɑːdoʊ,,"['adverb', 'adjective']"
incomparable,ɪŋˈkɒmp(ə)rəbəl,,"['adjective', 'noun']"
incompatibility,ˌɪnkəmˌpætɪˈbɪlɪti,,['noun']
incompatible,ˌɪŋkəmˈpætɪbəl,,"['adjective', 'noun']"
incompetent,ˌɪŋkɔmpəˈtɛnt,,"['adjective', 'noun']"
incomplete,ɪnkəmˈpliːt,,"['adjective', 'noun']"
incomprehensible,ˌɪnkɑmpɹəˈhɛnsɪbəl,,"['adjective', 'noun']"
inconceivable,ɪnkənˈsiːvəbl̩,,['adjective']
incongruous,ɪnˈkɒnɡɹʊuʌs,,['adjective']
inconsequential,ɪnˌkɑnsəˈkwɛnʃəl,,"['adjective', 'noun']"
inconsequentially,ɪnˌkɒnsɪˈkwenʃəli,,['adverb']
inconsiderate,ˌɪnkənˈsɪdəɹɪt,,['adjective']
inconsideration,eɪʃə,,['noun']
inconsistency,ˌɪnkənˈsɪst(ə)nsi,,['noun']
inconsistent,ˌɪnkənˈsɪstənt,,['adjective']
inconspicuous,ˌɪnkənˈspɪkjuəs,,['adjective']
inconstant,iŋkonsˈtant,,['adjective']
incontestable,ɛ̃kɔ̃tɛstabl,,['adjective']
incontinence,ɪnˈkɒntɪnəns,,['noun']
incontinent,ˌɪŋkɔntiˈnɛnt,,"['adverb', 'noun', 'adjective']"
incontrovertible,ˌɪŋkɒntɹəˈvɜːtəbl̩,,['adjective']
incontrovertibly,ɪnˌkɒntɹəˈvɜː(ɹ)tɪbli,,['adverb']
inconvenience,ɪnkənˈviːnɪəns,,"['verb', 'noun']"
inconvenient,iŋkomvəniˈent,,"['adjective', 'noun']"
incorporate,ɪŋˈkɔɹpɚe(ɪ)t,,"['verb', 'adjective']"
incorporated,ɪŋˈkɔɹpəɹeɪtɪd,,"['verb', 'adjective']"
incorporation,ɪŋkɔɹpəˈɹeɪʃən,,['noun']
incorporeal,ɪŋkɔː(ɹ)ˈpɔːɹiəl,,['adjective']
incorrect,ˌɪnkəˈɹɛkt,,['adjective']
incorrigible,ɪnˈkɒɹɪdʒəb(ə)l,,"['adjective', 'noun']"
incorruptible,ɛ̃kɔʁyptibl,,"['adjective', 'noun']"
increase,ɪnˈkɹiːs,,"['verb', 'noun']"
increased,ɪnˈkɹiːst,,['verb']
increasing,ɪnˈkɹiːsɪŋ,,"['verb', 'adjective', 'noun']"
incredible,ɪŋˈkɹɛdəbəl,,['adjective']
incredibly,ɪŋˈkɹɛdɪbli,,['adverb']
incredulity,ˌɪnkɹɪˈdjuːlɪti,,['noun']
incredulous,ɪnˈkɹɛdjʊləs,,['adjective']
increment,ˈɪŋkɹɪmn̩t,,"['verb', 'noun']"
incriminate,ɪŋˈkɹɪmɪneɪt,,['verb']
incrustation,ɪnkɹʌsˈteɪʃən,,['noun']
incubate,ˈɪŋkjʊbeɪt,,['verb']
incubation,ɪnkjuːˈbeɪʃən,,['noun']
incubator,ɪnkjuːˈbeɪtə(ɹ),,['noun']
incubus,ˈɪŋkjʊbəs,,['noun']
inculcate,ˈɪnkʌlkeɪt,,['verb']
incumbency,ɪŋˈkʌmbənsi,,['noun']
incumbent,ɪnˈkʌmbənt,,"['verb', 'adjective', 'noun']"
incunabulum,ˌɪnkjʊˈnæbjʊləm,,['noun']
incur,ɪnˈkɜː,,['verb']
incurable,ˌɪnˈkjʊəɹəbl,,"['adjective', 'noun']"
incurables,inkuˈɾables,,"['adjective', 'noun']"
incursion,ɜː(ɹ)ʒə,,['noun']
ind,en,,"['pronoun', 'adverb', 'noun', 'adjective']"
indebted,ɪnˈdɛtɪd,,"['verb', 'adjective']"
indebtedness,ɪnˈdɛtɪdnəs,,['noun']
indecipherable,ɪndɪˈsaɪfəɹəbəl,,['adjective']
indecision,ɪʒə,,['noun']
indecisive,ˌɪndɪˈsaɪsɪv,,['adjective']
indeed,ɪnˈdiːd,,"['adverb', 'interjection']"
indefatigable,ˌɪndɪˈfætɪɡəbl,,['adjective']
indefatigably,ˌɪndəˈfætəɡəbli,,['adverb']
indefinite,ɪnˈdɛfɪnɪt,,"['adjective', 'noun']"
indefinitely,ɪnˈdɛfɪnɪtli,,['adverb']
indelible,ɪnˈdɛləbl,,['adjective']
indemnification,ɪnˌdɛmnɪfɪˈkeɪʃən,,['noun']
indemnify,ɪnˈdɛmnɪfaɪ,,['verb']
indemnity,ɪnˈdɛmnɪti,,['noun']
indent,ˈɪndɛnt,,"['verb', 'noun']"
indentation,eɪʃə,,['noun']
indenture,ɪnˈdɛnʃɝ,,"['verb', 'noun']"
indentured,ɪndɛnt͡ʃɚd,,"['verb', 'adjective', 'noun']"
independence,ɪndɪˈpɛndəns,,['noun']
independent,ɪndɪˈpɛndənt,,"['adjective', 'noun']"
independently,ˌɪndɪˈpɛndəntli,,['adverb']
indescribable,ɪndɪˈskɹaɪbəbl̩,,['adjective']
indestructible,indəstɾukˈtiblə,,['adjective']
indeterminate,ɪndɪˈtɜː(ɹ)mɪnət,,"['adjective', 'noun']"
index,ˈɪndɛks,,"['verb', 'noun']"
indexation,ɛ̃dɛksasjɔ̃,,['noun']
indexed,ˈindɛksɛd,,"['verb', 'adjective', 'noun']"
indexer,ɛ̃dɛksɑ̃,,"['verb', 'noun']"
indexes,ˈɪndɛksɪz,,"['verb', 'noun']"
indicate,ˈɪndɪkeɪt,,"['verb', 'adjective']"
indicated,ˈɪndɪkeɪtɪd,,['verb']
indicates,ˈɪndɪkeɪts,,['verb']
indicating,ˈɪndɪkeɪtɪŋ,,['verb']
indication,ɪndɪˈkeɪʃən,,['noun']
indicative,ɪnˈdɪkətɪv,,"['adjective', 'noun']"
indicatives,indikəˈtivəs,,"['adjective', 'noun']"
indicator,ˈɪndɪˌkeɪtə(ɹ),,"['verb', 'noun']"
indices,ˈɪndɪsiːz,,"['verb', 'noun']"
indict,iː,,['verb']
indictable,ɪnˈdaɪtəbəl,,['adjective']
indictment,ɪnˈdaɪtmənt,,['noun']
indie,ˈɪndi,,"['adjective', 'noun']"
indies,ˈɪndiz,,['noun']
indifference,ɪnˈdɪfɹəns,,['noun']
indifferent,ɪnˈdɪfɹənt,,"['adverb', 'noun', 'adjective']"
indigence,ˈɪndɪd͡ʒəns,,['noun']
indigenous,ɪnˈdɪdʒɪnəs,,['adjective']
indigent,ˈɪndɪd͡ʒənt,,"['verb', 'adjective', 'noun']"
indignant,ɪnˈdɪɡnənt,,"['verb', 'adjective']"
indignation,ˌɪndɪɡˈneɪʃən,,['noun']
indignity,ɪnˈdɪɡnəti,,['noun']
indigo,ˈɪndɪˌɡəʊ,,"['verb', 'adjective', 'noun']"
indirect,ˌɪndaɪˈɹɛkt,,"['verb', 'adjective', 'noun']"
indirection,ˈɪndəˈɹɛkʃən,,['noun']
indirectly,ˌɪndɪˈɹɛktli,,['adverb']
indiscreet,iː,,['adjective']
indiscriminate,ɪndɪsˈkɹɪmɪnət,,['adjective']
indispensable,ɪndɪˈspɛnsəbəl,,"['adjective', 'noun']"
indisposition,ɪnˌdɪspəˈzɪʃən,,['noun']
indisputable,indispuˈtable,,['adjective']
indissoluble,ɪndɪˈsɒljʊbəl,,['adjective']
indistinct,ˌɪndɪsˈtɪŋkt,,['adjective']
indite,ɪnˈdaɪt,,"['verb', 'noun']"
indium,ˈɪndiəm,,['noun']
individual,ˌɪndɪˈvɪd͡ʒuəl,,"['adjective', 'noun']"
individuality,ˌɪndɪvɪd͡ʒuˈælɪti,,['noun']
individuals,ˌɪndɪˈvɪdʒuəlz,,['noun']
indivisible,ˌɪndɪˈvɪzɪbəl,,"['adjective', 'noun']"
indoctrination,eɪʃə,,['noun']
indolence,ˈɪndələns,,['noun']
indolent,ˈɪndələnt,,['adjective']
indomitable,ɪnˈdɒmɪtəbl̩,,['adjective']
indoor,ˈɪndɔː,,['adjective']
indoors,ɪnˈdɔːz,,"['adverb', 'noun']"
indubitable,ɪnˈdjuːbɪtəbəl,,"['adjective', 'noun']"
indubitably,ɪnˈdjuːbɪtəbli,,['adverb']
induce,ɪnˈduːs,,['verb']
induced,ɪnˈduːst,,['verb']
inducing,ɪnˈdjuːsɪŋ,,"['verb', 'adjective']"
induct,ɪnˈdʌkt,,['verb']
inductance,ɑ̃,,['noun']
induction,ɪnˈdʌkʃən,,['noun']
inductive,ɪnˈdʌktɪv,,"['adverb', 'adjective']"
indulge,ɪnˈdʌldʒ,,['verb']
indulged,ɪnˈdʌldʒd,,"['verb', 'adjective']"
indulgence,ɪnˈdʌld͡ʒəns,,"['verb', 'noun']"
indulgent,ɪnˈdʌldʒənt,,"['verb', 'adjective']"
indulges,ɪnˈdʌldʒɪz,,['verb']
indulging,ɪnˈdʌldʒɪŋ,,['verb']
industrial,ɪnˈdʌstɹɪəl,,"['adjective', 'noun']"
industrialize,ɪnˈdʌstɹiəlaɪz,,['verb']
industries,ˈɪndəstɹiz,,"['verb', 'noun']"
industrious,ɪnˈdʌstɹiəs,,['adjective']
industry,ˈɪndəstɹi,,['noun']
indwell,ɪnˈdwɛl,,['verb']
inebriate,ɪˈniːbɹiət,,"['verb', 'adjective', 'noun']"
inebriated,ɪˈniːbɹieɪtɪd,,"['verb', 'adjective']"
inebriation,eɪʃə,,['noun']
ineffable,ɪˈnɛfəbəl,,['adjective']
ineffective,ɛktɪ,,['adjective']
inefficient,ˌɪnɪˈfɪʃənt,,"['adjective', 'noun']"
inelastic,ˌɪnəˈlæstɪk,,['adjective']
inelegant,ɪnˈɛlɪɡənt,,['adjective']
ineluctable,ɪnɪˈlʌktəbəl,,['adjective']
inept,ɪnˈɛpt,,['adjective']
inequality,ˌɪnɪˈkwɒlɪti,,['noun']
inequity,ɪnˈɛkwɨti,,['noun']
inerrant,ɪnˈɛrənt,,['adjective']
inert,ɪnˈɝt,,"['verb', 'adjective', 'noun']"
inertia,ɪnˈɝʃə,,['noun']
inertial,ɜː(ɹ)ʃə,,['adjective']
inestimable,ɪˈnɛːstɪməbəl,,['adjective']
inevitability,ɪˌnɛvɪtəˈbɪlɪti,,['noun']
inevitable,ɪnˈɛvɪtəbəl,,"['adjective', 'noun']"
inevitably,ɪˈnɛvɪtəbli,,['adverb']
inexact,inɛɡzakt,,['adjective']
inexhaustible,ɪnɪɡˈzɔːstɪbl̩,,['adjective']
inexorable,ɪnˈɛksɔɹəbəl,,['adjective']
inexorably,ɪnˈɛksəɹəbli,,['adverb']
inexperienced,ɪnəkˈspɪəɹiənst,,['adjective']
inexplicable,ˌɪnɪkˈsplɪkəbl̩,,['adjective']
inexpressive,ɛsɪ,,['adjective']
infallible,ɪnˈfælɪbl̩,,"['adjective', 'noun']"
infamous,ˈɪnfəməs,,['adjective']
infamy,ˈɪnfəmi,,['noun']
infancy,ˈɪnfənsi,,['noun']
infant,ˈɪnfənt,,"['verb', 'noun']"
infanticide,ɪnˈfæntɪsaɪd,,['noun']
infantile,ɛ̃fɑ̃til,,['adjective']
infantry,ˈɪnfəntɹi,,['noun']
infarct,ɪnˈfɑrkt,,['noun']
infarcts,ɪnˈfɑrkts,,['noun']
infatuate,ɪnˈfætjuˌ(w)eɪt,,"['verb', 'adjective', 'noun']"
infatuation,eɪʃə,,['noun']
infect,ɪnˈfɛkt,,"['verb', 'adjective']"
infection,ɪnˈfɛkʃən,,['noun']
infelicitous,ˌɪnfəˈlɪsɪtəs,,['adjective']
infelicity,ɪsɪt,,['noun']
infer,ɪnˈfɝ,,['verb']
inference,ˈɪnfəɹəns,,['noun']
inferior,ɪnˈfɪəɹiə,,"['adjective', 'noun']"
inferiority,ɒɹɪt,,['noun']
infernal,ɪnˈfɜː(ɹ)nəl,,"['adjective', 'noun']"
inferno,ɪnˈfɝnoʊ,,"['adjective', 'interjection', 'noun']"
inferred,ɪnˈfɜːd,,['verb']
infest,ɪnˈfɛst,,"['verb', 'adjective', 'noun']"
infestation,ɪnfɛsˈteɪʃən,,['noun']
infidel,ˈɪnfədl̩,,"['adjective', 'noun']"
infidelity,ˌɪnfɪˈdɛlɪti,,['noun']
infield,ˈɪnfiːld,,"['verb', 'adverb', 'noun']"
infiltrate,ˈɪnfɪltɹeɪt,,"['verb', 'noun']"
infiltration,ɪnfɪlˈtɹeɪʃən,,['noun']
infiltrator,ˈɪnfɪltɹeɪtə,,['noun']
infinite,ˈɪnfɪnɪt,,"['adjective', 'noun']"
infinitely,ˈɪnfɪnɪtli,,['adverb']
infinitesimal,ˌɪnfɪnɪˈtɛsɪməl,,"['adjective', 'noun']"
infinitival,aɪvə,,['adjective']
infinitive,ɪnˈfɪnɪtɪv,,"['adjective', 'noun']"
infinity,ɪnˈfɪnɪti,,['noun']
infirm,ɪnˈfɝm,,"['verb', 'adjective', 'noun']"
infirmary,ɪnˈfɝməɹi,,['noun']
infix,ˈɪnfɪks,,"['verb', 'adjective', 'noun']"
inflame,ɪnˈfleɪm,,['verb']
inflamed,ɪnˈfleɪmd,,"['verb', 'adjective']"
inflammable,ɪnˈflæməbəl,,"['adjective', 'noun']"
inflammation,ɪnfləˈmeɪʃən,,['noun']
inflammatory,ɪnˈflæmətəɹi,,"['adjective', 'noun']"
inflate,ɪnˈfleɪt,,"['verb', 'adverb']"
inflation,ɪnˈfleɪʃən,,['noun']
inflect,ɪnˈflɛkt,,['verb']
inflection,ɪnˈflɛkʃən,,['noun']
inflexible,ɪnˈflɛksəbl̩,,['adjective']
inflict,ɪnˈflɪkt,,['verb']
inflicted,ɪnˈflɪktɪd,,['verb']
infliction,ɪnˈflɪkʃən,,['noun']
inflictive,ɪktɪ,,['adjective']
inflorescence,ˌɪnfləˈɹɛsəns,,['noun']
influence,ˈɪnfluəns,,"['verb', 'noun']"
influenced,ˈɪnfluənst,,"['verb', 'adjective']"
influences,ˈɪnfl(j)uənsɪz,,"['verb', 'noun']"
influential,ɪnfluˈɛnʃəl,,"['adjective', 'noun']"
influenza,ˌɪnfluˈɛnzə,,"['verb', 'noun']"
influx,ˈɪnˌflʌks,,['noun']
info,ˈɪnfəʊ,,['noun']
inform,ɪnˈfɔɹm,,"['verb', 'adjective']"
informal,ɪnˈfɔɹm(ə)l,,['adjective']
informant,ɪnˈfɔːmənt,,"['verb', 'noun']"
information,ˌɪnfəˈmeɪʃən,,['noun']
informational,ˌɪnfə(ɹ)ˈmeɪʃənəl,,['adjective']
informative,ɪnˈfɔɹmətɪv,,['adjective']
informed,ɪnˈfɔɹmd,,"['verb', 'adjective']"
informer,ɔː(ɹ)mə(ɹ,,"['verb', 'noun']"
infotainment,ˌɪnfoʊˈteɪnmənt,,['noun']
infra,ˈɪnfɹə,,"['adverb', 'noun', 'preposition']"
infraction,ɪnˈfɹakʃən,,['noun']
infrared,ɪnfɹəˈɹɛd,,"['adjective', 'noun']"
infrasonic,ɒnɪ,,['adjective']
infrastructure,ˈɪnfɹəˌstɹʌk(t)ʃɚ,,['noun']
infringe,ɪnˈfɹɪndʒ,,['verb']
infringement,ɪnˈfɹɪndʒmənt,,['noun']
infuriate,ɪnˈfjʊəɹieɪt,,"['verb', 'adjective']"
infuse,ɪnˈfjuz,,"['verb', 'adjective']"
infuser,ɛ̃fyzɑ̃,,"['verb', 'noun']"
infusion,ɪnˈfjuːʒən,,['noun']
ingenious,ɪnˈdʒiːnjəs,,['adjective']
ingenuity,ˌɪndʒəˈn(j)uːəti,,['noun']
ingenuous,ɪnˈdʒɛnjuəs,,['adjective']
ingenuously,ɪnˈdʒɛnjuːəsli,,['adverb']
ingest,ɪnˈdʒɛst,,"['verb', 'noun']"
ingestion,ɪnˈdʒɛstʃən,,['noun']
inglenook,ˈɪŋɡ(ə)lnʊk,,['noun']
inglorious,ɪnˈɡlɔɹiəs,,['adjective']
ingot,ˈɪŋɡət,,"['verb', 'noun']"
ingrain,ɪŋˈɡɹeɪn,,"['verb', 'adjective', 'noun']"
ingrate,ˈɪnɡɹeɪt,,"['adjective', 'noun']"
ingrates,ɛ̃ɡʁat,,"['adjective', 'noun']"
ingratiate,ɪnˈɡɹeɪʃieɪt,,['verb']
ingratitude,ɪnˈɡɹætɪtud,,['noun']
ingredient,ɪnˈɡɹiːdiənt,,['noun']
ingress,ˈɪŋɡɹɛs,,"['verb', 'noun']"
ingrown,ɪnˈɡɹəʊn,,['adjective']
inguinal,ˈɪŋɡwɪnəl,,['adjective']
inhabit,ɪnˈhæbɪt,,['verb']
inhabitable,ɪnˈhæbɪtəbəl,,['adjective']
inhabitant,ɪnˈhæbɪtənt,,"['verb', 'adjective', 'noun']"
inhabitants,ɪnˈhæbɪtənts,,['noun']
inhabited,ɪnˈhæbɪtɪd,,['adjective']
inhalant,inəˈlant,,"['verb', 'adjective', 'noun']"
inhalation,ˌɪnhəˈleɪʃən,,['noun']
inhalator,inxaˈlatɔr,,"['verb', 'noun']"
inhale,ɪnˈheɪl,,"['verb', 'noun']"
inhaler,inale,,"['verb', 'noun']"
inhere,ɪnˈhɪə,,['verb']
inherent,ɪnˈhɪəɹənt,,['adjective']
inherently,ɪnˈhɛɹəntli,,['adverb']
inherit,ɪnˈhɛɹɪt,,['verb']
inheritance,ɪnˈhɛɹətəns,,['noun']
inherited,ɪnˈhɛɹɪtɪd,,"['verb', 'adjective']"
inhibit,ɪnˈhɪbɪt,,['verb']
inhibition,ɪnhɪˈbɪʃən,,['noun']
inhibitor,inxiˈbitɔr,,['noun']
inhibits,iniˈbits,,['verb']
inhospitable,ˌɪnhɒsˈpɪtəbəl,,['adjective']
inhuman,ɪnˈhjuːmən,,"['verb', 'adjective']"
inhumane,ˌɪnhjuːˈmeɪn,,['adjective']
inhumanly,ɪnˈhjuːmənli,,['adverb']
inimical,ɪˈnɪmɪkəl,,['adjective']
inimitable,ɪnˈɪmɪtəbl̩,,['adjective']
iniquitous,ɪˈnɪkwɨtəs,,['adjective']
iniquity,ɪnˈɪkwɪti,,['noun']
initial,ɪˈnɪʃəl,,"['verb', 'adjective', 'noun']"
initialism,ɪˈnɪʃəlɪzəm,,['noun']
initially,ɪˈnɪʃəli,,['adverb']
initiate,ɪˈnɪʃɪeɪt,,"['verb', 'adjective', 'noun']"
initiation,ɪnɪʃiˈeɪʃən,,['noun']
initiations,inisjasjɔ̃,,['noun']
initiative,ɪˈnɪʃətɪv,,"['adjective', 'noun']"
initio,iˈnitioː,,"['verb', 'noun']"
inject,ɪnˈdʒɛkt,,['verb']
injection,ɪnˈdʒɛkʃən,,['noun']
injections,ɪnˈdʒɛkʃəns,,"['verb', 'noun']"
injector,ɪnˈdʒɛktɚ,,['noun']
injudicious,ˌɪndʒʊˈdɪʃəs,,['adjective']
injudiciously,ˌɪndʒʊˈdɪʃəslɪ,,['adverb']
injunction,ɪnˈdʒʌnkʃən,,['noun']
injure,ˈɪndʒɚ,,"['verb', 'adjective', 'noun']"
injured,ˈɪndʒɚd,,['verb']
injurious,ɪnˈdʒʊəɹɪəs,,['adjective']
injury,ˈɪndʒəɹi,,"['verb', 'noun']"
injustice,ɪnˈdʒʌstɪs,,"['verb', 'noun']"
ink,ɪŋk,,"['verb', 'noun', 'pronoun']"
inkblot,ˈɪŋkˌblɑt,,['noun']
inked,ɪŋk,,"['verb', 'adjective']"
inkling,ˈɪŋklɪŋ,,"['verb', 'noun']"
inlaid,eɪ,,"['verb', 'adjective']"
inland,ˈɪnlənd,,"['adverb', 'noun', 'adjective']"
inlay,ɪnˈleɪ,,"['verb', 'noun']"
inlet,ɪnˈlɛt,,"['verb', 'noun']"
inn,ɪn,,"['verb', 'adverb', 'noun', 'preposition']"
innate,ɪˈneɪt,,"['verb', 'adjective']"
inner,ˈɪnɚ,,"['adjective', 'noun', 'preposition']"
innermost,ˈɪnɚmoʊst,,"['adjective', 'noun']"
innervate,ˈɪnəveɪt,,['verb']
innervation,ɪnəˈveɪʃən,,['noun']
inning,ˈɪnɪŋ,,"['verb', 'noun']"
innings,ˈɪnɪŋz,,['noun']
innit,ˈɪnɪt,,[]
innkeeper,ˈɪnkiːpəɹ,,['noun']
innocence,ˈɪnəsn̩s,,['noun']
innocent,ˈɪnəsn̩t,,"['adjective', 'noun']"
innocently,ˈɪnəsəntli,,['adverb']
innocuous,ɪˈnɒkjuəs,,['adjective']
innocuousness,ɪˈnɒkjuəsnəs,,['noun']
innovate,ˈɪnəveɪt,,['verb']
innovation,ˌɪnəˈveɪʃən,,['noun']
innovative,ɪnˈnɒvətɪv,,['adjective']
inns,ɪnz,,"['verb', 'noun']"
innuendo,ˌɪnjuˈɛndəʊ,,"['verb', 'noun']"
innumerable,ɪˈnuːməɹəbəl,,['adjective']
inoculate,ɪˈnɒkjuleɪt,,['verb']
inoculation,ɪˌnɒkjʊˈleɪʃən,,['noun']
inoperable,inopeˈɾable,,['adjective']
inordinate,ɪnˈɔːdɪnɪt,,['adjective']
inositol,ʌɪˈnəʊsɪtɒl,,['noun']
input,ˈɪnpʊt,,"['verb', 'noun']"
inquest,ˈɪŋkwɛst,,['noun']
inquietude,udʒ,,['noun']
inquire,ɪnˈkwaɪɹ,,['verb']
inquired,ɪnˈkwaɪɹd,,['verb']
inquirer,ɪnˈkwaɪɹ̩ə(ɹ),,['noun']
inquiries,ɪnˈkwaɪəɹiz,,['noun']
inquiring,ɪnˈkwaɪɹɪŋ,,"['verb', 'adjective', 'noun']"
inquiry,ɪnˈkwaɪəɹi,,['noun']
inquisition,ˌɪŋkwɪˈzɪʃən,,"['verb', 'noun']"
inquisitive,ɪŋˈkwɪzətɪv,,['adjective']
inquisitor,ɪnˈkwɪzətəɹ,,['noun']
inroad,ˈɪnɹəʊd,,"['verb', 'noun']"
inroads,ˈɪnɹəʊdz,,['noun']
inrush,ˈɪnˌɹʌʃ,,"['verb', 'noun']"
ins,ɪnz,,"['verb', 'noun', 'preposition']"
